year,category,motivation,fullName,gender,Question,Answer
1912,literature,primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art,Gerhart Hauptmann,male,Who won a Nobel Prize for literature in 1912?,Gerhart Hauptmann won a Nobel Prize for literature in 1912 for primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art
1912,peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,Elihu Root,male,Who won a Nobel Prize for peace in 1912?,Elihu Root won a Nobel Prize for peace in 1912 for for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries
1912,chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,Paul Sabatier,male,Who won a Nobel Prize for chemistry in 1912?,Paul Sabatier won a Nobel Prize for chemistry in 1912 for for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years
1912,chemistry,for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry,Victor Grignard,male,Who won a Nobel Prize for chemistry in 1912?,Victor Grignard won a Nobel Prize for chemistry in 1912 for for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry
1911,physics,for his discoveries regarding the laws governing the radiation of heat,Wilhelm Wien,male,Who won a Nobel Prize for physics in 1911?,Wilhelm Wien won a Nobel Prize for physics in 1911 for for his discoveries regarding the laws governing the radiation of heat
1911,literature,in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations,Maurice Maeterlinck,male,Who won a Nobel Prize for literature in 1911?,Maurice Maeterlinck won a Nobel Prize for literature in 1911 for in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations
1911,peace,for his effort to expose and fight what he considers to be the main cause of war namely the anarchy in international relations,Alfred Fried,male,Who won a Nobel Prize for peace in 1911?,Alfred Fried won a Nobel Prize for peace in 1911 for for his effort to expose and fight what he considers to be the main cause of war namely the anarchy in international relations
1911,peace,for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conferences de Droit international prive) at the Hague and pioneer in the field of international legal relations,Tobias Asser,male,Who won a Nobel Prize for peace in 1911?,Tobias Asser won a Nobel Prize for peace in 1911 for for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conferences de Droit international prive) at the Hague and pioneer in the field of international legal relations
1911,medicine,for his work on the dioptrics of the eye,Allvar Gullstrand,male,Who won a Nobel Prize for medicine in 1911?,Allvar Gullstrand won a Nobel Prize for medicine in 1911 for for his work on the dioptrics of the eye
1911,chemistry,in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element,Marie Curie,female,Who won a Nobel Prize for chemistry in 1911?,Marie Curie won a Nobel Prize for chemistry in 1911 for in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element
1910,chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,Otto Wallach,male,Who won a Nobel Prize for chemistry in 1910?,Otto Wallach won a Nobel Prize for chemistry in 1910 for in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds
1910,literature,as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories,Paul Heyse,male,Who won a Nobel Prize for literature in 1910?,Paul Heyse won a Nobel Prize for literature in 1910 for as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories
1910,peace,for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement,Permanent International Peace Bureau ,org,Who won a Nobel Prize for peace in 1910?,Permanent International Peace Bureau  won a Nobel Prize for peace in 1910 for for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement
1910,medicine,in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances,Albrecht Kossel,male,Who won a Nobel Prize for medicine in 1910?,Albrecht Kossel won a Nobel Prize for medicine in 1910 for in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances
1910,physics,for his work on the equation of state for gases and liquids,Johannes Diderik van der Waals,male,Who won a Nobel Prize for physics in 1910?,Johannes Diderik van der Waals won a Nobel Prize for physics in 1910 for for his work on the equation of state for gases and liquids
1909,literature,in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings,Selma Lagerlof,female,Who won a Nobel Prize for literature in 1909?,Selma Lagerlof won a Nobel Prize for literature in 1909 for in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings
1909,peace,for their prominent position in the international movement for peace and arbitration,Paul Henri d'Estournelles de Constant,male,Who won a Nobel Prize for peace in 1909?,Paul Henri d'Estournelles de Constant won a Nobel Prize for peace in 1909 for for their prominent position in the international movement for peace and arbitration
1909,peace,for their prominent position in the international movement for peace and arbitration,Auguste Beernaert,male,Who won a Nobel Prize for peace in 1909?,Auguste Beernaert won a Nobel Prize for peace in 1909 for for their prominent position in the international movement for peace and arbitration
1909,medicine,for his work on the physiology pathology and surgery of the thyroid gland,Theodor Kocher,male,Who won a Nobel Prize for medicine in 1909?,Theodor Kocher won a Nobel Prize for medicine in 1909 for for his work on the physiology pathology and surgery of the thyroid gland
1909,chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,Wilhelm Ostwald,male,Who won a Nobel Prize for chemistry in 1909?,Wilhelm Ostwald won a Nobel Prize for chemistry in 1909 for in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction
